ligand_id,SMILES
472_3IN3_A_1,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@@]3(c4c([H])c([H])nc([H])c4[H])N=C(N([H])[H])N(C([H])([H])[H])C3=O)c2[H])c([H])c1[H]
479_4Y47_A_401,[H]c1nc([H])c([C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C(=O)c2sc([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]
47N_4AK7_A_1402,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[C@]2([H])O[C@@]3([H])C([H])([H])O[C@]([H])([C@]3([H])O[H])[C@]2([H])O[H])[C@@]1([H])O[H]
47N_4BQ3_D_1793,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[C@]2([H])O[C@@]3([H])C([H])([H])O[C@]([H])([C@]3([H])O[H])[C@]2([H])O[H])[C@@]1([H])O[H]
481_4OT5_A_701,[H]c1nc2c(N([H])c3c([H])c([H])c(C(=O)N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3[H])nc(-c3c([H])c([H])c([H])c(N([H])C(=O)c4c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])c3[H])c([H])n2c1[H]
482_5L09_A_201,[H]N(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])[C@]1([H])C(=O)OC([H])([H])C1([H])[H]
486_4LTW_A_303,[H]O[C@@]1(C#CC([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C1=C3C(=C([H])C(=O)C([H])([H])C3([H])[H])C([H])([H])C([H])([H])[C@]12[H]
499_4Y85_C_401,[H]c1nc2c(c([H])c1-c1c([H])n([H])c3c([H])c([H])c([H])c([H])c13)c(-c1nnc(N([H])[H])o1)c([H])n2[H]
49P_4Y2S_A_602,[H]Oc1c([H])nn(-c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])c1[H]
4A8_4YAT_A_1103,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])n(C([H])([H])[H])c(=O)n3C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]
4AE_4YAX_B_1104,[H]c1c([H])c([H])c(S(=O)(=O)N([H])c2c(Oc3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c3c(c2[H])n(C([H])([H])[H])c(=O)n3C([H])([H])[H])c([H])c1[H]
4AM_1F8C_A_4,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])OC(C(=O)[O-])=C([H])[C@]([H])([N+]([H])([H])[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H]
4BJ_4YBM_B_1101,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c([H])c(Oc3c(N([H])S(=O)(=O)c4c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])c([H])c4c(c3[H])n(C([H])([H])[H])c(=O)n4C([H])([H])[H])c2[H])c([H])c1[H]
4C5_5ZO8_B_602,[H]c1c([H])c([H])c(C(SC([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H]
4CC_4JN2_L_301,[H]c1nc(N(C(=O)c2c([H])c([H])c3c(nc(C([H])([H])N([H])c4c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c4[H])n3C([H])([H])[H])c2[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c([H])c1[H]
4CC_4YHI_A_301,[H]c1nc(N(C(=O)c2c([H])c([H])c3c(nc(C([H])([H])N([H])c4c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c4[H])n3C([H])([H])[H])c2[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c([H])c1[H]
4CM_1TX7_A_247,[H]c1c([H])c([P@@](=O)([O-])C([H])([H])[H])c([H])c([H])c1C(N([H])[H])=[N+]([H])[H]
4CN_4YAB_A_1103,[H]c1sc(C([H])([H])[H])nc1-c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)N2C([H])([H])[H]
4D0_4YI3_A_902,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N([H])C(=O)N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
4D1_4YI5_A_902,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N([H])C(=O)N([H])C(=O)/C([H])=C(\[H])c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
4D3_4YIL_A_404,[H]/C(C(=O)OC([H])([H])[H])=C(/C#N)c1c([H])c([H])c(F)c([H])c1[H]
4DJ_4YJR_A_701,[H]OC([H])([H])C([H])([H])C([H])([H])N(c1nc(N([H])c2c([H])c([H])c3c(c([H])nn3C([H])([H])[H])c2[H])nc([H])c1[H])c1c([H])c([H])c([H])c2c1c([H])nn2[H]
4DK_4YJQ_A_701,[H]OC([H])([H])C([H])([H])C([H])([H])N(c1nc(N([H])c2c([H])c([H])c([H])c(-c3oc([H])nc3C([H])([H])[H])c2[H])nc([H])c1[H])c1c([H])c([H])c([H])c2c1c([H])nn2[H]
4DL_4YJP_A_701,[H]OC([H])([H])C([H])([H])N(c1nc(N([H])c2c([H])c([H])c3c(c2[H])S(=O)(=O)N([H])C3([H])[H])nc([H])c1[H])c1c([H])c([H])c([H])c2c1c([H])nn2[H]
4DN_4YJS_A_701,[H]OC([H])([H])C([H])([H])C([H])([H])N(c1nc(N([H])c2c([H])c([H])c3c(c2[H])S(=O)(=O)N([H])C3([H])[H])nc([H])c1[H])c1c([H])c([H])c([H])c2c1c([H])nn2[H]
4EG_4YNC_A_402,[H]/C(C(=O)OC([H])([H])[H])=C(/C#N)c1c([H])c([H])c([H])c([H])c1[H]
4EH_6AYT_B_301,[H]O[C@@]1([H])C([H])([H])N(C([H])([H])c2c([H])n([H])c3c(N([H])[H])nc([H])nc23)C([H])([H])[C@]1([H])C([H])([H])Sc1nc([H])c([H])nc1[H]
4EJ_4YMJ_B_901,[H]c1nc2c([H])c([H])c(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])nn2c1-c1c([H])c([H])c(C#N)c([H])c1[H]
4EK_4YNE_A_801,[H]c1nc(-c2c([H])nc3c([H])c([H])c(N4C([H])([H])C([H])([H])C([H])([H])[C@]4([H])c4c([H])c([H])c([H])c(F)c4[H])nn23)c([H])c([H])c1[H]
4EZ_4YO8_A_301,[H]OC([H])([H])N(C([H])([H])c1c([H])n([H])c2c(N([H])[H])nc([H])nc12)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
4F4_4YOI_B_401,[H]C1=[S+]/C(=C(\[O-])N([H])c2c([H])c([H])c(N(C(=O)C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)C([H])([H])c3c([H])sc([H])c3[H])c([H])c2[H])C([H])=C1[H]
4F6_4YPS_A_801,[H]c1nc2c([H])c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])[C@@]3([H])c3c([H])c([H])c([H])c(F)c3[H])nn2c1-c1c([H])c([H])c(C#N)c([H])c1[H]
4F9_4YPY_A_301,[H]c1nc([H])c([H])c(-c2c([H])nc([H])n2[H])c1[H]
4FA_1OWZ_A_409,[H]OC([H])([H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H]
4FG_4YPX_A_301,[H]c1nc(N([H])[H])c([H])c([H])c1C(=O)N([H])[H]
4FL_4YPZ_A_301,[H]c1nc([H])c([H])c(-c2nc([H])c([H])n2[H])c1[H]
4FN_4YQ1_A_301,[H]c1c([H])c(C(=O)N([H])C([H])([H])C2(N([H])C(=O)c3c([H])c([H])c([H])c4noc([H])c34)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H]
4FP_2OHN_A_405,[H]c1c([H])c(C([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c([H])c1F
4FV_4YQ8_A_301,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)c2nonc2N([H])[H])C1([H])[H]
4FX_4YQ6_A_301,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c([H])c1C(=O)N([H])[H]
4G0_4YQ5_A_301,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c([H])c1C(=O)N([H])[H]
4G1_4YQ3_A_301,[H]c1c([H])c(C(=O)N([H])C([H])([H])C2(N([H])C(=O)c3c([H])c([H])c([H])c4noc([H])c34)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1[H]
4G3_4YQ4_A_301,[H]Oc1c([H])c([H])c([H])c(C([H])([H])N([H])c2nc([H])c(C(=O)N([H])[H])c([H])c2[H])c1[H]
4G4_4YQ7_A_301,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])[H]
4GD_4YO6_B_501,[H]c1nc2c(C(=O)N([H])c3c([H])c(C([H])([H])[H])nn3-c3c([H])c([H])c([H])c([H])c3[H])c([H])nn2c([H])c1[H]
4GM_4YQB_A_301,[H]Oc1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])c1nc([H])c(C(=O)N([H])[H])c([H])c1[H]
4GT_4YQJ_A_301,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc(N([H])[H])c1C(=O)N([H])[H]
4GX_4YQI_A_301,[H]c1nc(C([H])([H])N2C([H])([H])C([H])([H])N(C(=O)c3nonc3N([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H]
4GY_4YQG_A_301,[H]N([H])c1nonc1C(=O)N([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4GZ_4YQD_A_301,[H]c1nc(N([H])C([H])([H])C2(C([H])([H])C([H])([H])N([H])C(=O)c3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])[H]
4H4_4YQL_A_301,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1[C@@]1([H])C([H])([H])[C@]1([H])N([H])C(=O)c1nonc1N([H])[H]
4HQ_4YQR_A_301,[H]N([H])c1nonc1C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H]
4HV_4HVA_A_401,[H]OC([H])([H])[C@]([H])(N([H])C(=O)c1c([H])oc(-c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c1[H])C([H])([H])c1c([H])c([H])c([H])c(C#N)c1[H]
4HW_4YTC_A_4000,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c(-n2nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])nc2N([H])[H])n1
4I8_5MPZ_A_1201,[H]c1c(C(=O)OC([H])([H])[H])c([H])c2oc(=O)n([H])c2c1[H]
4JE_4YXU_A_304,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C([H])([H])[H]
4JZ_3FZT_A_999,[H]c1nc([H])c(OC([H])([H])c2c([H])c(N([H])C(=O)N([H])c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])nn2[H])c([H])c1[H]
4K0_4AOI_A_2345,[H]c1nc2nnc(C([H])([H])c3c([H])n([H])c4nc([H])c([H])c([H])c34)n2nc1-c1c([H])c([H])c(C#N)c([H])c1[H]
4KJ_4FVZ_B_803,[H]/N=C(/N([H])/C([H])=C(/[H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])N(OC([H])([H])[H])C([H])([H])[H]
4L2_4Z6H_A_201,[H]c1c(N2C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c(C([H])([H])[H])c([H])c(=O)n2C([H])([H])[H]
4L3_4Z6I_A_201,[H]c1c([H])c([H])c([C@@]2([H])N(c3c([H])c([H])c4c(C([H])([H])[H])c([H])c(=O)n(C([H])([H])[H])c4c3[H])C(=O)C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
4L6_4Z3V_A_705,[H]c1c([H])c([H])c2c(N([H])[H])c(C(=O)N([H])[H])nnc2c1-c1c(C([H])([H])[H])c([H])c2c([H])nn([H])c2c1[H]
4L9_4Z7M_B_302,[H]C1=C([H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])N(C([H])([H])[H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])c2c([H])c(F)c([H])c(F)c2[H])C([H])([H])[H])C1([H])[H]
4LK_5AXP_B_1003,[H]c1nn(-c2c([H])c([H])c([H])c([H])c2[H])c(-c2nn(-c3c([H])c([H])c(N4C(=O)OC([H])([H])C4([H])[H])c([H])c3F)c([H])c(OC([H])([H])[H])c2=O)c1[H]
4ME_4B35_A_1351,[H]c1c([H])c([H])c2c(c([H])c([H])n2[H])c1C(=O)OC([H])([H])[H]
4NC_5CHR_B_202,[H]Oc1c([H])c([H])c([N+](=O)[O-])c([H])c1O[H]
4OG_4ZIB_A_512,[H]c1sc2c([H])c([H])c([H])c([H])c2c1C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
4PX_5C2H_A_903,[H]OC([H])([H])C(n1c(=O)n([H])c2c3c([H])c([H])c([H])nc3n(-c3c([H])c([H])c([H])c([H])c3[H])c(=O)c21)(C([H])([H])[H])C([H])([H])[H]
4RU_4ZLY_A_705,[H]c1c([H])c([H])c2c(N([H])[H])c(C(=O)N([H])[H])nnc2c1[H]
4RV_4ZLZ_A_705,[H]c1nc([H])c(-c2c([H])c([H])c([H])c3c(N([H])[H])c(C(=O)N([H])[H])nnc23)c(C([H])([H])[H])c1[H]
4S1_4ZTL_D_501,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(N([H])c2nc(N([H])C([H])([H])C([H])([H])C([H])([H])[H])nc([H])c2-c2nc3c([H])c([H])c([H])c([H])c3s2)[C@]([H])(O[H])[C@]1([H])O[H]
4SP_4EOR_A_301,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1
4SP_5LQF_A_301,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1
4SP_5M57_A_301,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1
4SP_6BSS_A_902,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1
4T7_4ZXW_A_501,[H]OC([H])([H])[C@]([H])(O[H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
4UM_5BOT_B_301,[H]c1c(C(=O)N([H])[H])c([H])c2c([H])c(C(=O)OC([H])([H])C([H])([H])[H])n([H])c2c1[H]
4V3_5BRH_A_500,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(N([H])C(=O)OC([H])([H])C2=C([H])c3c([H])c([H])c([H])c([H])c3S2(=O)=O)[C@@]([H])(O[H])[C@]1([H])O[H]
4V5_5BRF_A_500,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])C(=O)N([H])[C@@]2([H])[C@@]([H])(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]2([H])O[H])c([H])c1[H]
4V8_5BUE_A_401,[H]c1nc([H])c([H])c(-c2nn([H])c3c2C([H])([H])N(c2c([H])c([H])n(C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])c(=O)c2[H])C([H])([H])C3([H])[H])c1[H]
4V9_5BUI_A_402,[H]c1nc(N2C([H])([H])c3c(-c4c([H])c([H])c(F)c([H])c4[H])nn([H])c3C([H])([H])C2([H])[H])c([H])c([H])c1[H]
4VB_5BUJ_A_401,[H]c1nc([H])c([H])c(-c2nn([H])c3c2C([H])([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C3([H])[H])c1[H]
4W1_5BX7_A_401,[H]OC([H])([H])c1c([H])sc2c([H])c([H])c([H])c([H])c12
4W9_5BU3_C_205,[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])[C@]3(C([H])([H])[H])C([H])=C(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]34C(=O)[C@]([H])(C(=O)N4[H])C(=O)[C@]12C([H])([H])[H]
4WF_3ZLL_B_400,[H]c1c([H])c([H])c(C([H])([H])n2c(=O)c([N+]([H])([H])[H])c([O-])n([H])c2=O)c([H])c1[H]
4YQ_4C7J_A_1287,[H]OC([H])([H])C([H])([H])Oc1nc(C2([H])C([H])([H])C2([H])[H])c(C(=O)N([H])[C@@]2([H])[C@@]3([H])C([H])([H])[C@]4([H])C([H])([H])[C@](O[H])(C3([H])[H])C([H])([H])[C@@]2([H])C4([H])[H])s1
4YY_5NVX_I_301,[H]O[C@@]1([H])C([H])([H])N(C(=O)[C@@]([H])(N([H])C(=O)C2(F)C([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c(-c3sc([H])nc3C([H])([H])[H])c([H])c2[H])C1([H])[H]
4ZP_5CBV_A_205,[H]c1nc([H])c(-c2c([H])c([H])c([H])c(C([H])([H])N([H])C(=O)N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c2[H])c([H])c1[H]
4ZQ_5CAS_A_1102,[H]O[C@@]([H])(c1nc2c([H])nc(N([H])c3nc(N4C([H])([H])C([H])([H])[C@]([H])(OC([H])([H])[H])[C@]([H])(F)C4([H])[H])nc([H])c3[H])c([H])c2n1[C@@]([H])(C([H])([H])[H])C(F)(F)F)C([H])([H])[H]
4ZR_5CAU_A_1102,[H]O[C@@]([H])(c1nc2c([H])n([H])/c(=N/c3nc(N4C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])[H])[C@@]([H])(F)C4([H])[H])nc([H])c3[H])c([H])c2n1[C@@]([H])(C([H])([H])[H])C(F)(F)F)C([H])([H])[H]
50C_5CCZ_A_801,[H]c1c([H])c(-c2c(C([H])([H])[H])c(N([H])[H])nn2[H])c([H])c([H])c1F
50H_5C26_A_701,[H]c1nc2c(N([H])c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])nc(-c3c([H])c([H])c([H])c(C(=O)N([H])[H])c3[H])c([H])n2c1[H]
50O_5CF6_B_4000,[H]OC([H])([H])[C@@]([H])(O[H])C([H])([H])n1c(C(=O)N(C2([H])C([H])([H])C2([H])[H])C2([H])C([H])([H])C2([H])[H])c([H])c2c3c(nc([H])n3C([H])([H])[H])c(N([H])C([H])([H])[H])nc21
50V_5CF8_A_4000,[H]c1c(N([H])c2nc3c(c([H])c(C(=O)N(C4([H])C([H])([H])C4([H])[H])C4([H])C([H])([H])C4([H])[H])n3C([H])([H])C([H])([H])[H])c3c2nc([H])n3C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H]
51C_5CGB_A_301,[H]OC([H])([H])[C@@]1([H])OC([H])([H])[C@]([H])(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
532_3S7M_A_1,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@@]3(c4c([H])sc([H])c4[H])N=C(N([H])[H])N(C([H])([H])[H])C3=O)c2[H])c([H])c1[H]
533_3FMH_A_361,[H]c1nnn(C([H])([H])[C@]([H])(N([H])c2nc([H])c3c([H])c(Oc4c([H])c([H])c(F)c([H])c4F)c(=O)n(C([H])([H])[H])c3n2)C([H])([H])[H])n1
53H_3COY_B_302,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[S@@](=O)([O-])=NC(=O)[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])([H])[H]
540_3SN7_A_780,[H]c1nc([H])c(C([H])([H])[H])c(-c2nc(C([H])([H])[H])c3c(C([H])([H])[H])nc4c(OC([H])([H])[H])c([H])c(F)c([H])c4n23)c1[H]
54H_3COZ_B_402,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[S@@](=O)([O-])=NC(=O)[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])([H])[H]
54W_5GIH_A_302,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c1[H]
54W_5GII_A_302,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c1[H]
553_3DU8_B_553,[H]c1nc(N([H])[H])nc(-c2c([H])c3c(n2[H])[C@@]([H])(C([H])([H])C([H])([H])F)C([H])([H])N([H])C3=O)c1[H]
55H_5CTY_B_305,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])sc1-c1c2c([H])c([H])c(=O)n([H])c2nn1[H]
55M_5CXH_A_701,[H]c1nc2c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])nc(O[C@]([H])(C([H])([H])[H])[C@]3([H])C([H])([H])C(=O)N([H])C3([H])[H])c2s1
55Y_5CY3_A_701,[H]c1nn(C([H])([H])[H])c([H])c1-c1c([H])c(O[C@]([H])(C([H])([H])[H])[C@]2([H])OC(=O)N([H])C2([H])[H])c2c([H])snc2c1[H]
566_4U0J_A_401,[H]c1c([H])c([H])c(N([H])C(=O)[C@@]2([H])C([H])([H])C(=O)N(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c1[H]
569_3INH_A_1,[H]c1nc([H])c(-c2c([H])c([C@@]3(c4c([H])c([H])c(OC(F)(F)F)c([H])c4[H])N=C(N([H])[H])N(C([H])([H])[H])C3=O)c([H])c([H])c2F)c([H])n1
56E_5CVK_A_205,[H]c1sc(C([H])([H])[H])c([H])c1C(=O)N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
56M_5D25_A_201,[H]Oc1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1N([H])C(=O)c1c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c(C([H])([H])[H])n1[H]
56Y_5D3T_A_201,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(C([H])([H])N(C(=O)c2c(C([H])([H])C([H])([H])[H])c(C(=O)C([H])([H])[H])c(C([H])([H])[H])n2[H])C([H])([H])[H])c1[H]
56Z_3S1H_A_479,[H]c1c([H])c(/C([O-])=C2\[S+]=C(N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])N=C2N([H])[H])c([H])c([H])c1OC([H])([H])[H]
57D_3EBO_A_940,[H]Oc1c([H])c(O[H])c2c(=O)c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])oc2c1[H]
57F_5D3L_A_201,[H]Oc1c([H])c(C([H])([H])[H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1N([H])C(=O)c1c(C([H])([H])C([H])([H])[H])c(C(=O)C([H])([H])[H])c(C([H])([H])[H])n1[H]
57G_5D3H_A_201,[H]Oc1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1N([H])C(=O)c1c(C([H])([H])C([H])([H])[H])c(C(=O)C([H])([H])O[H])c(C([H])([H])[H])n1[H]
57J_5CTB_C_2301,[H]c1c2c(c([H])c(C([H])([H])[H])c1C([H])([H])[H])C(=O)C([H])([H])C1(O2)C([H])([H])C([H])([H])N(C(=O)c2c([H])c(C([H])([H])[H])c3c(c([H])nn3[H])c2[H])C([H])([H])C1([H])[H]
57L_5CTE_C_2301,[H]c1c(C(=O)N2C([H])([H])C([H])([H])C3(C([H])([H])C2([H])[H])C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])C([H])([H])[H])c([H])c2c([H])nn([H])c2c1C([H])([H])[H]
57N_5D41_A_1103,[H]c1nc(N([H])C(=O)[C@@]([H])(c2c([H])c([H])c([H])c([H])c2[H])N2C(=O)c3c([H])c([H])c([H])c([H])c3C2([H])[H])sc1[H]
57U_5D6P_B_301,[H]OC([H])([H])c1nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])sc1-c1c([H])c([H])c([H])n1[H]
57W_5D7C_B_303,[H]c1nc(-n2c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c3nc([H])c(-c4c([H])nc([H])c([H])c4[H])c([H])c32)c([H])c([H])c1[H]
57X_5D7D_B_308,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])sc1-c1nn([H])c2c1c([H])c([H])c(=O)n2C([H])([H])C([H])([H])C([H])([H])[H]
583_5D9L_A_1001,[H]Oc1c([H])c([H])c(-c2c([H])nn([H])c2-c2c([H])c([H])c(O[H])c([H])c2[H])c([H])c1[H]
585_3FQS_A_1,[H]c1nc(N([H])c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])nc(N([H])c2nc3c(c([H])c2[H])OC(C([H])([H])[H])(C([H])([H])[H])C(=O)N3[H])c1F
589_3OY1_A_1,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(-c2nn(C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(=O)n2-c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c1[H]
