ligand_id,SMILES
FID_4GAB_A_402,[H]c1c([H])c2c(c([H])c1F)[C@]1(C(=O)N([H])C(=O)N1[H])C([H])([H])[C@@]([H])(C(=O)N([H])[H])O2
FIS_1X98_A_1320,[H]c1c([H])c2c(c([H])c1F)[C@@]1(C(=O)N([H])C(=O)N1[H])C([H])([H])[C@@]([H])(C(=O)N([H])[H])O2
FJ3_4LWF_A_301,[H]/N=C1/ON=C(c2c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c([H])c2O[H])C1([H])[H]
FJA_3SMO_A_232,[H]O[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])OC([H])([H])[H])[C@@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C(=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]2([H])O[H])[C@@]1([H])O[H]
FJS_5CF0_A_301,[H]Oc1c([H])c(O[H])c(-c2c([H])nc([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1-c1noc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c1-c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
FK9_4AVH_A_201,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])C([H])([H])C([H])([H])SC([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
FKG_6CYD_B_1003,[H]OC([H])([H])c1nn([C@]([H])(c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])[H])c2nc(C([H])([H])[H])n([H])c(=O)c12
FKH_5FU0_C_1294,[H]c1c([H])c([H])c(S(=O)(=O)N(c2c(N([H])[H])n(C([H])([H])c3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])c(=O)n([H])c2=O)C([H])([H])[H])c([H])c1[H]
FKJ_6CYC_A_1003,[H]OC([H])([H])c1nn([C@]([H])(c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])[H])c2c1c(=O)n([H])c(=O)n2[H]
FKL_3FKL_A_361,[H]c1c([H])c(C([H])([H])[H])c(-c2c([H])c3c([H])nc(N([H])C4([H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc3n(C([H])([H])[H])c2=O)c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H]
FKV_6CYB_A_1008,[H]c1c([H])c([C@@]([H])(n2nc(C([H])([H])C(F)(F)F)c3c(=O)n([H])c(=O)n([H])c32)C([H])([H])[H])c([H])c([H])c1C(F)(F)F
FKY_6CZ4_A_9001,[H]c1nc(O[C@@]2([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])c3c([H])c([H])c(OC(F)(F)F)c([H])c3[H])C([H])([H])[C@@]2([H])F)c(C(=O)N([H])[H])c([H])c1-c1nc([H])n(C([H])([H])[H])c1[H]
FL4_3FL4_A_361,[H]c1c([H])c([H])c(C([H])([H])[H])c(-c2nn([H])c3nc(Oc4c([H])c([H])c(F)c([H])c4F)nc([H])c23)c1[H]
FLN_4HKI_A_1204,[H]c1c([H])c([H])c(-c2oc3c([H])c([H])c([H])c([H])c3c(=O)c2[H])c([H])c1[H]
FLW_3FLW_A_361,[H]OC([H])([H])C([H])([H])C([H])(N([H])c1nc([H])c2c([H])c(Oc3c([H])c([H])c(F)c([H])c3F)c(=O)n(C([H])([H])[H])c2n1)C([H])([H])C([H])([H])O[H]
FLY_3FLY_A_361,[H]c1c([H])c(Oc2c([H])c3c([H])nc(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc3n(C([H])([H])[H])c2=O)c(F)c([H])c1F
FMC_1NC3_B_234,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(c2nn([H])c3c(N([H])[H])nc([H])nc23)[C@]([H])(O[H])[C@]1([H])O[H]
FMC_1SD1_A_1330,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(c2nn([H])c3c(N([H])[H])nc([H])nc23)[C@]([H])(O[H])[C@]1([H])O[H]
FMC_3BL6_A_229,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(c2nn([H])c3c(N([H])[H])nc([H])nc23)[C@]([H])(O[H])[C@]1([H])O[H]
FMC_3NM5_B_502,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(c2nn([H])c3c(N([H])[H])nc([H])nc23)[C@]([H])(O[H])[C@]1([H])O[H]
FMC_3UT6_A_300,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(c2nn([H])c3c(N([H])[H])nc([H])nc23)[C@]([H])(O[H])[C@]1([H])O[H]
FMJ_3FMJ_A_361,[H]c1nc(N([H])[H])nc(-c2c(-c3c([H])c([H])c([H])c([H])c3[H])noc2C([H])([H])[H])c1[H]
FMK_3FMK_A_361,[H]c1nnn(C([H])([H])[C@@]([H])(N([H])c2nc([H])c3c([H])c(Oc4c([H])c([H])c(F)c([H])c4F)c(=O)n(C([H])([H])[H])c3n2)C([H])([H])[H])n1
FMQ_3VQE_A_1006,[H]OC([H])([H])c1c([H])nn(-c2c([H])c([H])c(F)c([H])c2[H])c1C([H])([H])[H]
FNA_3S0B_A_120,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H]
FO5_3TP0_A_217,[H]c1sc(-c2noc(C3([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C#N)C([H])([H])C3([H])[H])n2)c([H])c1[H]
FOY_6CZV_A_201,[H]c1c([H])c([H])c(C([H])([H])n2c([H])c(-c3c(C([H])([H])[H])noc3C([H])([H])[H])c([H])c([H])c2=O)c([H])c1[H]
FP0_3FP0_A_520,[H]OC([H])([H])[C@]12C([H])([H])C([H])([H])C(C([H])([H])[H])=C([H])[C@@]1([H])O[C@@]1([H])[C@]3(OC3([H])[H])[C@]2(C([H])([H])[H])C([H])([H])[C@@]1([H])OC(=O)C([H])([H])[H]
FQD_6D20_A_801,[H]c1sc2nc([H])n([H])c(=O)c2c1-c1c([H])c([H])c(F)c([H])c1[H]
FQW_4CMK_A_1270,[H]c1c([H])c([H])c(-c2c(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c3c(=O)n([H])c(N([H])[H])nc3n2[H])c([H])c1[H]
FS9_3WF7_A_402,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C(=O)N([H])c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])C([H])([H])C2([H])[H])c2nc([H])n([H])c2n1
FSE_4RLT_A_201,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c([H])c3c(=O)c2O[H])c([H])c1O[H]
FSU_4ZZX_B_1584,[H]c1c([H])c(C(=O)N([H])[H])c2c(c1[H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C2=O
FT6_2NW9_A_307,[H]c1c(F)c([H])c2c(c1[H])c(C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])c([H])n2[H]
FTU_6G37_A_801,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c(F)c3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
FVQ_4AV4_A_201,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])C#Cc2c([H])nc([H])c([H])c2[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
FWD_4U23_A_401,[H]c1c(F)c(=O)n([H])c(=O)n1C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
FWG_6D4Q_A_402,[H]c1nc([H])c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N(C(=O)C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c2c1[H]
FWM_6D4V_A_402,[H]c1nc([H])c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c2c1[H]
FXW_6HCC_A_301,[H]c1c([H])c2c(c([H])c1C([H])([H])C([H])([H])c1c([H])c([H])c3c(c1[H])N(C1([H])C([H])([H])C1([H])[H])C([H])([H])N([H])S3(=O)=O)N(C1([H])C([H])([H])C1([H])[H])C([H])([H])N([H])S2(=O)=O
FYA_1B7Y_A_1002,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@](=O)([O-])OC([H])([H])[C@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[N+]([H])([H])[H]
FYB_6HCU_A_601,[H]OC1(C([H])([H])N([H])C(=O)c2oc3c([H])c([H])c(F)c([H])c3c(=O)c2[H])C([H])([H])C([H])([H])C(F)(F)C([H])([H])C1([H])[H]
FYB_6HCW_B_602,[H]OC1(C([H])([H])N([H])C(=O)c2oc3c([H])c([H])c(F)c([H])c3c(=O)c2[H])C([H])([H])C([H])([H])C(F)(F)C([H])([H])C1([H])[H]
FYB_6O3F_A_701,[H]OC1(C([H])([H])N([H])C(=O)c2oc3c([H])c([H])c(F)c([H])c3c(=O)c2[H])C([H])([H])C([H])([H])C(F)(F)C([H])([H])C1([H])[H]
FYE_6HCV_A_601,[H]OC1(C([H])([H])N([H])C(=O)c2oc3c([H])c([H])c(F)c([H])c3c(=O)c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
FYU_5C3S_A_403,[H]C(=O)c1c([H])n([H])c(=O)n([H])c1=O
FZ5_6HDP_A_501,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])c2c(O[H])c([H])c([H])c(O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])c2C(=O)C([H])([H])[H])c([H])c1OC([H])([H])[H]
FZ8_3WF5_A_402,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(c3nc4c([H])c([H])c([H])c([H])c4n3[H])C([H])([H])C2([H])[H])c2c([H])n([H])nc2n1
FZ9_3WF6_A_402,[H]C1=C(c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])C([H])([H])N(c2nc([H])nc3c2c([H])nn3[H])C1([H])[H]
FZW_6HEY_A_1000,[H]c1nc([H])c(-c2nc(-c3c([H])nc([H])c([H])c3[H])nc(N([H])c3c([H])c(C(=O)N([H])c4c([H])c([H])c([H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])n2)c([H])c1[H]
G0K_6HEV_A_1000,[H]c1nc([H])c(-c2nc(N([H])c3c([H])c(C(=O)N([H])c4c([H])c([H])c([H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])c3c([H])c([H])c([H])nc3n2)c([H])c1[H]
G0N_6HEU_A_1000,[H]c1nc([H])c([H])c(-c2nc(-c3c([H])c([H])nc([H])c3[H])nc(N([H])c3c([H])c(C(=O)N([H])c4c([H])c([H])c([H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])n2)c1[H]
G11_3IPH_A_361,[H]c1nc(-c2c([H])c(C(=O)N([H])C3([H])C([H])([H])C3([H])[H])c([H])c([H])c2C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C1([H])C([H])([H])C1([H])[H]
G17_4I5H_A_401,[H]c1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c(-c3c([H])c([H])c4nc(N([H])C5([H])C([H])([H])C5([H])[H])nc([H])c4c3[H])c2[H])c([H])c(C(F)(F)F)c1[H]
G2F_4MOF_A_802,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(F)[C@@]([H])(O[H])[C@]1([H])O[H]
G39_2YA8_A_1777,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_3CL0_A_800,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_3TI6_A_801,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4B7J_A_1470,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4B7R_D_801,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4CPY_B_1470,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4GZT_A_501,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4HZZ_A_509,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4K1K_B_510,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4MWQ_A_513,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4MWW_A_513,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4QN7_B_508,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4WA4_A_501,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4X49_A_801,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_4YW5_B_801,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_5NZ4_B_503,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_5NZF_B_503,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_6EKS_A_908,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G39_6HG5_A_511,[H]C1=C(C(=O)[O-])C([H])([H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
G3F_3PL8_A_903,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(F)[C@]1([H])O[H]
G3F_4MIG_C_802,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(F)[C@]1([H])O[H]
G3R_4CWS_A_1224,[H]OC([H])([H])C([H])([H])N([H])c1c([H])c([H])c2c(nc(C([H])([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])O4)n3nc(N([H])[H])nc23)c1[H]
G3Z_5MMP_A_301,[H]c1nc([H])c(N([H])c2c([H])c([H])c(-c3c([H])c([H])nc([H])c3[H])c3c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])nc([H])c23)c([H])c1[H]
G4D_1OFC_X_1979,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C1([H])[H]
G54_6DB3_A_4000,[H]c1nc(-c2c([H])c([H])c3c(c2[H])[C@](N([H])C#N)(C([H])([H])[H])C([H])([H])C3([H])[H])c2c([H])c([H])n([H])c2n1
G5A_3HY0_A_442,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[S@@](=O)([O-])=NC(=O)C([H])([H])[N+]([H])([H])[H]
G5T_6HI1_A_1101,[H]Oc1c([H])c([H])c([H])c(-c2nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c2[H])c1[H]
G62_6HI2_A_1101,[H]Oc1c([H])c([H])c([H])c(-c2nc([C@]34C([H])([H])C([H])([H])OC([H])([H])[C@@]3([H])C4([H])[H])c([H])c([H])c2[H])c1[H]
G68_6HI9_A_1101,[H]Oc1c([H])c([H])c([H])c(-c2nc(C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c2[H])c1[H]
G6A_3E92_A_361,[H]c1c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c(-c3nnc(C([H])([H])[H])o3)c([H])c2C([H])([H])[H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H]
G6Y_6DE4_B_202,[H]c1c([H])c(-c2c([H])c(OC([H])([H])[H])c([H])c([C@]([H])(C#Cc3c(C([H])([H])C([H])([H])[H])n([H])c(N([H])[H])nc3=[N+]([H])[H])C([H])([H])[H])c2[H])c([H])c([H])c1C(=O)[O-]
G73_4I2P_A_601,[H]/C(C#N)=C(/[H])c1c([H])c(C([H])([H])[H])c(N([H])c2nc(N([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c3nc([H])n([H])c3n2)c(C([H])([H])[H])c1[H]
G7V_6DDI_A_301,[H]c1c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4nn([H])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c([H])c1C#N
G8B_6HK3_A_401,[H]c1nc(N([H])[H])c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])nc1-c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
G8H_6HK6_H_401,[H]c1nc(N([H])C(=O)C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c([H])c1[H]
G8K_6O5M_B_506,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1C(=O)c1nc(-c2c([H])c([H])c([H])c3c2c([H])c([H])n3[H])n([H])c1[H]
G9D_3KI0_A_1,[H]c1c([H])c([H])c2c3c1C(=O)N([H])N=C(C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])c3c([H])n2[H]
G9E_6HKN_A_1001,[H]c1nc(C2([H])C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c(OC(F)(F)F)c([H])c3N([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2n1
G9V_6DF7_B_4000,[H]C([H])=C([H])C([H])([H])C([H])([H])n1c([H])c(-c2c([H])c(C(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c3c2nc([H])n3C([H])([H])[H])c2c([H])c([H])n([H])c2c1=O
G9W_5C5Q_B_1202,[H]c1c([H])c([H])c2c(=O)n([H])c3c(c2c1C([H])([H])[H])C([H])([H])O[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H]
GA2_4DA6_A_301,[H]OC([H])([H])C([H])(OC([H])([H])n1c([H])nc2c(=O)n([H])c(N([H])[H])nc21)C([H])([H])O[H]
GAA_1EEI_D_504,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(Oc2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
GAF_4MOS_A_802,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(F)[C@@]([H])(O[H])[C@@]1([H])O[H]
GAT_1EFI_H_108,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(Oc2c([H])c([H])c(N([H])[H])c([H])c2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
GB8_5AR0_A_1384,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c(N([H])C([H])([H])c3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
GBH_3VIN_A_507,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])S(=O)(=O)[O-])C([H])([H])C2([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
GBN_2COI_B_420,[H]C([H])(C(=O)[O-])C1(C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
GBN_2EJ3_C_1414,[H]C([H])(C(=O)[O-])C1(C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
GBQ_6HLO_A_1501,[H]c1c([H])c([C@]2([H])N(C([H])([H])c3nn([H])c(=O)n3[H])C([H])([H])C([H])([H])O[C@]2([H])O[C@@]([H])(c2c([H])c(C(F)(F)F)c([H])c(C(F)(F)F)c2[H])C([H])([H])[H])c([H])c([H])c1F
GC3_4AIU_A_1589,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])O/C(=C(\[H])[O-])[N+]([H])([H])[C@]2([H])[C@@]([H])(O[H])[C@]1([H])O[H]
GDL_1O7A_B_600,[H]OC([H])([H])[C@@]1([H])OC(=O)[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H]
GDL_2XSB_A_1436,[H]OC([H])([H])[C@@]1([H])OC(=O)[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H]
GDM_2ESA_A_401,[H]O[C@@]1([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C2=C(OC([H])([H])[H])C(=O)C([H])=C(C2=O)N([H])C(=O)/C(C([H])([H])[H])=C([H])/C([H])=C(/[H])[C@]([H])(OC([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]1([H])C([H])([H])[H]
GDM_3C11_A_300,[H]O[C@@]1([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C2=C(OC([H])([H])[H])C(=O)C([H])=C(C2=O)N([H])C(=O)/C(C([H])([H])[H])=C([H])/C([H])=C(/[H])[C@]([H])(OC([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]1([H])C([H])([H])[H]
GDM_4XDM_A_301,[H]O[C@@]1([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C2=C(OC([H])([H])[H])C(=O)C([H])=C(C2=O)N([H])C(=O)/C(C([H])([H])[H])=C([H])/C([H])=C(/[H])[C@]([H])(OC([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]1([H])C([H])([H])[H]
GDV_2J47_A_1590,[H]OC([H])([H])[C@@]1([H])n2c(nc(C(=O)N([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H]
GEK_4GEK_G_303,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])[S@@+](C([H])([H])C(=O)[O-])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
GEK_4IWN_A_301,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])[S@@+](C([H])([H])C(=O)[O-])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
GEN_1QKM_A_600,[H]Oc1c([H])c([H])c(-c2c([H])oc3c([H])c(O[H])c([H])c(O[H])c3c2=O)c([H])c1[H]
GEN_2QA8_A_600,[H]Oc1c([H])c([H])c(-c2c([H])oc3c([H])c(O[H])c([H])c(O[H])c3c2=O)c([H])c1[H]
GEN_4FJ1_B_302,[H]Oc1c([H])c([H])c(-c2c([H])oc3c([H])c(O[H])c([H])c(O[H])c3c2=O)c([H])c1[H]
GEO_1P62_B_302,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c([H])c(N([H])[H])nc2=O)C(F)(F)[C@]1([H])O[H]
GEO_2VPP_A_1210,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c([H])c(N([H])[H])nc2=O)C(F)(F)[C@]1([H])O[H]
GEV_6DGL_B_501,[H]O[C@]([H])(c1c([H])c([H])c(C([H])([H])[C@@]2([H])SC(=O)N([H])C2=O)c([H])c1[H])C([H])([H])C([H])([H])c1nc(-c2c([H])c([H])c([H])c([H])c2[H])oc1C([H])([H])[H]
